year,district_city,area_type,assault_on_women_with_intent_to_outrage_her_modesty_incidents_i,assault_on_women_with_intent_to_outrage_her_modesty_victims_v,assault_on_women_with_intent_to_outrage_her_modesty_r_crime_rate,assault_on_women_i,assault_on_women_v,assault_on_women_r,sexual_harassment_total_i,sexual_harassment_total_v,sexual_harassment_total_r,sh_at_work_premises_i,sh_at_work_premises_v,sh_at_work_premises_r,sh_in_public_transport_i,sh_in_public_transport_v,sh_in_public_transport_r,sh_in_shelter_homes_for_women_and_children_i,sh_in_shelter_homes_for_women_and_children_v,sh_in_shelter_homes_for_women_and_children_r,sh_in_other_places_i,sh_in_other_places_v,sh_in_other_places_r,assault_or_use_of_criminal_force_on_women_with_intent_to_disrobe_sec_354b_ipc_i,assault_or_use_of_criminal_force_on_women_with_intent_to_disrobe_sec_354b_ipc_v,assault_or_use_of_criminal_force_on_women_with_intent_to_disrobe_sec_354b_ipc_r,voyeurism_i,voyeurism_v,voyeurism_r,stalking_i,stalking_v,stalking_r,rape_sec_376_i,rape_v,rape_r,attempt_to_commit_rape_sec_376_511_i,attempt_to_commit_rape_v,attempt_to_commit_rape_r
2025,Coimbatore,district,24,24,1.0,24,24,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,9,9,0.4,0,0,0.0
2025,Cuddalore,district,28,28,3.6,3,3,0.4,7,7,0.9,0,0,0.0,7,7,0.9,0,0,0.0,0,0,0.0,7,7,0.9,6,6,0.7,6,6,0.7,7,7,0.9,0,0,0.0
2025,Dharmapuri,district,14,14,3.2,9,9,2.0,3,3,0.7,0,0,0.0,0,0,0.0,0,0,0.0,3,3,0.7,1,1,0.2,0,0,0.0,1,1,0.2,6,6,1.2,1,1,0.1
2025,Dindigul,district,18,18,2.9,6,6,1.0,12,12,1.8,0,0,0.0,0,0,0.0,0,0,0.0,12,12,1.8,0,0,0.0,1,1,0.1,0,0,0.0,5,5,0.8,0,0,0.0
2025,Erode,district,12,12,1.8,12,12,1.8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,0.2,0,0,0.0
2025,Kallakurichi,district,57,57,14.0,55,55,13.4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3,1,1,0.3,6,6,1.3,0,0,0.0
2025,Kanchipuram,district,5,5,1.9,1,1,0.4,4,4,1.4,0,0,0.0,0,0,0.0,0,0,0.0,4,4,1.4,0,0,0.0,0,0,0.0,0,0,0.0,3,3,1.0,1,1,0.2
2025,Kanyakumari,district,6,6,1.1,6,6,1.1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,0.3,0,0,0.0
2025,Karur,district,2,2,0.5,2,2,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3,3,0.9,1,1,0.2
2025,Krishnagiri,district,16,16,2.9,13,13,2.4,3,3,0.5,0,0,0.0,0,0,0.0,0,0,0.0,3,3,0.5,0,0,0.0,0,0,0.0,0,0,0.0,3,3,0.6,1,1,0.2
2025,Madurai,district,83,83,4.7,63,63,3.6,13,13,0.7,2,2,0.1,0,0,0.0,0,0,0.0,11,11,0.6,2,2,0.1,5,5,0.3,0,0,0.0,23,23,1.3,8,8,0.5
2025,Mayiladuthurai,district,38,38,14.1,32,32,11.9,3,3,1.2,0,0,0.0,0,0,0.0,0,0,0.0,3,3,1.2,2,2,0.6,0,0,0.0,1,1,0.4,2,2,0.6,1,1,0.4
2025,Nagapattinam,district,12,12,5.9,8,8,4.0,2,2,1.1,0,0,0.0,0,0,0.0,0,0,0.0,2,2,1.1,1,1,0.3,0,0,0.0,1,1,0.5,4,4,1.9,2,2,0.8
2025,Namakkal,district,18,18,3.6,18,18,3.6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,0.3,0,0,0.0
2025,Nilgiris,district,5,5,2.3,5,5,2.3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2025,Perambalur,district,40,40,23.8,36,36,21.5,3,3,1.7,0,0,0.0,0,0,0.0,0,0,0.0,3,3,1.7,1,1,0.3,1,1,0.3,0,0,0.0,4,4,2.3,1,1,0.7
2025,Pudukottai,district,20,30,4.2,20,30,4.2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4,4,0.9,0,0,0.0
2025,Ramnathapuram,district,10,10,2.5,10,10,2.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5,5,1.2,2,2,0.6
2025,Ranipet,district,8,8,2.2,3,3,0.8,2,2,0.5,0,0,0.0,0,0,0.0,1,1,0.2,1,1,0.3,2,2,0.6,1,1,0.2,1,1,0.2,1,1,0.3,0,0,0.0
2025,Salem,district,34,34,2.8,34,34,2.8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8,8,0.6,0,0,0.0
2025,Sivagangai,district,19,19,4.8,13,13,3.4,2,2,0.6,0,0,0.0,0,0,0.0,2,2,0.6,0,0,0.0,1,1,0.1,2,2,0.4,1,1,0.3,5,5,1.3,1,1,0.1
2025,Tenkasi,district,38,38,9.2,21,21,5.0,9,9,2.1,0,0,0.0,0,0,0.0,0,0,0.0,9,9,2.1,2,2,0.5,2,2,0.4,5,5,1.2,4,4,1.0,0,0,0.0
2025,Thanjavur,district,57,57,8.1,57,57,8.1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,0.8,2,2,0.2
2025,Theni,district,18,18,5.0,12,12,3.3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3,2,2,0.5,3,3,0.9,6,6,1.5,2,2,0.6
2025,Thirunelveli,district,50,50,14.3,28,28,8.1,9,9,2.7,1,1,0.3,0,0,0.0,3,3,1.0,5,5,1.4,3,3,1.0,4,4,1.3,4,4,1.3,5,5,1.4,1,1,0.3
2025,Thiruvallur,district,12,12,1.7,7,7,1.0,1,1,0.2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.2,1,1,0.1,2,2,0.2,2,2,0.2,4,4,0.6,0,0,0.0
2025,Thiruvannamalai,district,12,12,1.7,8,8,1.1,3,3,0.4,0,0,0.0,0,0,0.0,0,0,0.0,3,3,0.4,1,1,0.1,0,0,0.0,1,1,0.1,9,9,1.2,1,1,0.1
2025,Thiruvarur,district,21,21,5.8,19,19,5.0,1,1,0.3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3,1,1,0.1,0,0,0.0,1,1,0.3,4,4,1.0,0,0,0.0
2025,Thoothukudi,district,37,37,7.3,19,19,3.7,12,12,2.4,0,0,0.0,0,0,0.0,0,0,0.0,12,12,2.4,3,3,0.6,2,2,0.3,1,1,0.2,6,6,1.2,2,2,0.3
2025,Tiruppattur,district,5,5,1.4,3,3,0.8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.2,1,1,0.2,1,1,0.3,2,2,0.6,1,1,0.3
2025,Tiruppur,district,6,6,0.9,6,6,0.9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3,3,0.5,0,0,0.0
2025,Trichy,district,27,27,4.9,23,23,4.2,3,3,0.6,0,0,0.0,0,0,0.0,0,0,0.0,3,3,0.6,0,0,0.0,0,0,0.0,1,1,0.1,7,7,1.3,1,1,0.2
2025,Vellore,district,8,8,1.7,8,8,1.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3,3,0.6,0,0,0.0
2025,Villupuram,district,15,15,2.5,15,15,2.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8,8,1.3,0,0,0.0
2025,Virudhunagar,district,19,19,3.4,9,9,1.5,6,6,1.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,1.0,2,2,0.3,1,1,0.2,2,2,0.4,8,8,1.4,0,0,0.0
2025,Cyber Cell,special_unit,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2025,Other Units,special_unit,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2025,Railway Chennai,special_unit,9,9,,9,9,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
2025,Railway Trichy,special_unit,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,
