date,district,headline,source,url,lang,year
2026-06-22,Chennai,"Chennai cops arrest 77 people in week-long anti-drug crackdown; seize narcotics, vehicles - The News Minute",The News Minute,https://news.google.com/rss/articles/CBMixwFBVV95cUxQSEZINXA5UTFGZHg5bXZETEdXVy15eW43VXk4dTlkcGdOaDNjaGpaZnZQdS1BeHNGYy16c2szakVfemtfZmJSMTNqSGdMQ3BzTWdUMGw0SDVLRWlTMjNmbXJuZXRlbndnN0ZrcVNNeVRTbjM3dnAyalExZmZhQWhsVEFmY3pqTnJ5eVhWTXAzR0lqSFVfc05PVGgyR0lCbmR1bVBveXZkOW5Cb2VqU0dpa2pTdWNrSHd4UElCcWRJWWxqekJkRy1J0gHUAUFVX3lxTE9WbHl2WEZfZHZOQnJYSW1kSmlOQ3JjcHlyZXhzdmlRcjEyLWRsUjdsTk1za1FxdFdfc2NQLW5Da1ZsTFRXbnJHN29fUTNTeTBFZXZacGo3MDNmUmczZHJSYkhzX2ZXc0NCQVFKUHZacWd4WGJNRjNvNkxDbEZ5SVpuSjItMVNEaUt3LVgtd3BmcllidXBBV2QwWVlsMW1hRUNCRC12RnczVzVpTWpDOFQ0U09SNExON1p3cGJGRi04a19RbkRsUi1jamJxZWE3dG0tOUlZ?oc=5,en,2026
2026-07-06,Times,"TN police arrest 621, seize narcotics in statewide crackdown - The Times of India",The Times of India,https://news.google.com/rss/articles/CBMizwFBVV95cUxNTFAxdFpwdTFzNHhGSEZIZWNlOTJZU2VnSTFncHVUQ0VSUGZySktZM0dZUzF0TWxyR0UtUmVwUldIZDJfRmxad0o0SE1oQ05wbld3aWtUVF9OZHpMM1lDN2NldnpleXotTUJtMUZweGRBeXl6R0NXU2toWVgyMUo0S3ZzS2t1TmlqcWgtTWlXQk4yZW5wZnVuUjhNUkdpSWJKdTI4a0YxSXRRU1V2cUVDSVVlUnFEVXU0aHdsMnNnejdxNTNvSTRRMWZsYnNpWmfSAdQBQVVfeXFMT1FscFBsRzlTMXZNYVVwc0NJNFp0THRXMGplS3NaMXJCOXBRYXdqZXluS2NpZkVGRnpiVzJPak4tVWVrVnZmSkNTMHlPRVhGNmJfb1JYaXpvR3Y4XzJId1pZYTZCaG9ZMEEyRmRVbE85cUpvUmlraHppLWZ3RXVyNjlEejRiV01wYVFjb2VJMmdWVlA2c0ZrdDZWQWlaLU03bjlIUUppMDMwRHVFaXhUVEY4RFQ5YVNSVnFBcmNQbTNnZ1RBbmdJY3IyclpGY29kY2RYYmI?oc=5,en,2026
2026-06-27,Indian,15 cops to get police medal for curbing narcotics in TN - The New Indian Express,The New Indian Express,https://news.google.com/rss/articles/CBMiugFBVV95cUxPTVdUUGdCdGdsc3hZX01zaFlmY0p2YjRxSzNXTlpsS3Z1WVBvWXFTMmdET3pONVN4a2VnSWFaVGpuNnRpOG9vOUsyZzB4YUNaSDQ2TVU0MklfOUNxdFNzTGVsQ3Qwd1BXN3VaWmlWVWw1ejBNS2xaRlJ1U3lYUHJYc3ByRjkxRXZSVWFQVGJVM2JRb0IyOWFXOFp3S0owZU01bW9WOUtDd1JDeDNwcnRuc3hDZjkzaXhfZ0HSAccBQVVfeXFMUFFOLUVzMElOOWUzd1NwcS1MTWVVYjYtWWNEZzZZRXFrejNUOWRXVko0cDBCaXBucjExZXVCOEVBMGdWQ015R0g4VUpQSUJ2Wlg2UEplMkcwUjNBcGVwZkh0elhXUXF4OWpQWjJGX3UweDBoUnBrM05rVkV3d2tvQ1RyX2RGSU1ZZ0l2SFdIWE5GZTJKWURIRC0xYmhCUnhtOHB6TUJPQWxTQ0oxbDh1UklVTHZSYnNteVJabmRpa3hKRWhfVTFucw?oc=5,en,2026
2026-07-04,Stalin,"DMK chief Stalin slams ex-min arrest, says CM Vijay running ‘police raj’ - The New Indian Express",The New Indian Express,https://news.google.com/rss/articles/CBMizAFBVV95cUxNS3NMelFyd1hIZGlER0pNZEc5ZUFjSFdGQ3lQYUJWR25XR2RaRlNsN0ZtS09DbkdkWWp5MFhJT002N3VwUXNyTFB0MEZoWGY3UVZfd1draElFb1pWNTVIdnFfM2hTX25abHFtUDY4TjVzTG03azF0QzBrOUNHeVBfenNGNkRSYVRVY05kMWlvNnR4OEU0ODRReUhicDMxcGRCX25BSnZaMTM1M2NNQ2UtZElkMEJJWEN4bEZVbG8zNmttQzVOemM0ZldfVmHSAdoBQVVfeXFMTmlDN1h5Vmw1ZTl3YWhSdnM3NkU1T0hZdnNxYm1PSFBCamZ6d3BHQ0N3UmZqWEZtZUFULWx3UnZNUzltYUl3RnlhSEZfQ0dSV1VYUEwydTVzOGhDNmw0QUwtY3BkdGl2bmFXSnNqa0J1djlldWEtQnRGNHpQNUxTYzRpdWstME5OS3JGS2pCZkhuYW1CejBrbWtERWEwUzVhSE9OM2d6WXlhS3NQaV9vbWY0X1RLV3lEREFBYzlIdXRmS2diQ2xxUHJEamJfTnR4THFhc2tUNFVVNGc?oc=5,en,2026
2026-06-18,Tamil,Tamil Nadu Shocker | Railway Police Arrest Robber Who Worked As Auto Driver During Day Time - ETV Bharat,ETV Bharat,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQTnk3QXdONzBudFlMdTlqd2VTdldwYXdZNnVYenVaZ3cxNG1GYTVkdHZ4djY1V0VzUVR3emNta0JkU1dPTnlsZnZuT0xQR0VkYTZWZWxqVmN4emRpSmh6bmR4WlhkV2plVWY1d1ZOeXRQRDJPMG9mS0gyeXotY3ZuOHpzYURWbmtvX2ZzR2ZUcWd1VHBxUTZrUmJvZGotUlhyTHpnTzVBUGZ2eHRBeThkcVNLRmtEM2xpWTJQcGdMWlBxaTR4QXUtUEhDdXJLTlFyQmhpcEd30gHbAUFVX3lxTFBzVlBYUE5XcUN2eXpja2x0ZEVBRXUwdXRDSnptcDFsQklmNXlOaWhRZnIweUlBS09xVXNQbFFIaEIwVEVNbFN3aXBqOFRJal92VVdpLXFyLV90UG52ODd0SDlwMmQyZzI1WXJzNXdxdndOcGJRSjJIb1JPSnU0ajZndVpoYmxlc1VwS3VmcW10SzY5SVllV1JOQjlTY291T3NHNlR4Qkp5b2Q3UzI5eE9tbl9QcUU3cGx1M0hiZWhtR3lWa0ZjZnlNd3BMT3djZHhNcGVmNkZtWV9JZw?oc=5,en,2026
2026-07-13,Police,"Police arrest 94, seize drugs in citywide anti-narcotics drive - The Times of India",The Times of India,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNalFGY25nNG1SM0g2cE1BMTRBSi1LRTF1X1BuWDJzcDRNYmRoMjdQa0dXQk5mNW9VWmp1Yzkwb2VrQ0V4eHEyUjZGbWNaVF9YaFYtZWRNbWliWFFBQ2dmRnltc2xWLXRzNnRQcmNaVUl4cXBuVURpSkZZUGhIcDN3X0c2cHlpaEFib0RsNkJJR1Z3UllMVmRYNWlocmFRZGZuZTl4Y292d3Y1VnU5U2hRZzMyY2RDNEtnX3oxbmhlTlVnUmdnWVh5dWFaQTl2a3JpYWfSAdcBQVVfeXFMTkRVOW9kVk96a1FfU0VDby1SQkpXRE1TMVJEOEJMcDVWeFRORi1Dc1NxRHBSTjhHX2tvNmhNejZNa1NiSjhFU0xObmhZdjc1RmUxWDh6VWxUU3dqTzN1S01zUWNSZmJhclVFUUNXTld4dTZCRmphRU9ZQ1ZhR3ZkUlgweUNUdWRvZ0d3U3lXN29xNGlWRmd0d2lNRG9Gd3B2bDlyZW9KNWlvYThzaFJLeVdCbGtfRWVqQnA3bE1Xd2ZmLUVpVDlaVklnQ2pFZWZkbzI3NWFBQ0k?oc=5,en,2026
2026-01-31,Chennai,"Chennai Customs Busts Major Hydroponic Ganja Smuggling Attempt 10.75 Kg Seized, Two Arrested - PIB",PIB,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9sX3ZSamo4WEtkeU1CMmEyaHFzOUV2Q1FiNWgwem5tUGhtSHJHNFl4dTVydGRsRl9NYTZmcWRyWTh0QWNrcEdvVnZMcUF1dW9XTXpEZ2xiQVFKem1DMXU1UVpjLThBeGhn?oc=5,en,2026
2026-06-02,Chennai,Chennai man who confronted drug dealers dies after assault; AIADMK slams Vijay - India Today,India Today,https://news.google.com/rss/articles/CBMi6wFBVV95cUxNdm1ldXZfSlFBVTlnTFVGMzczMmFlV3NxR0J1eGhuMGFLY3FMUUtwTVdjRmRRaG9USTFkZHVZUDFSMThaM3NtOTA5UVBkTW5aZmRFUEVfYkdkTkNHVUdPRjZSVGlBblZFS25zQ2ZZUHBxMEF1eGp4SzQxamptWXRFbF81TmtrYkxNT2dXRHpmZXg2WlBMcURaU1VfZEhLd1pqZEhhTWRiSGItNjlFYlJmM1Q0eEJsWnNEdzN2b0NMZ2ZYdXlLUXBaT2xnRHF0dlk4UkFxRTlFOHduV1d4TXlRdWFPZDdnVWJXUjI40gHwAUFVX3lxTE0tdnpaTVR6ZjB4dkRzWUkyUVNiS01ITHJtMDVYWl81aktLQi1qcTJGYWlUNDZucW9Vc0NOekRtWDZabzRJX1ZoWGkyTkp6ZW5PYUdPbjU5aUJ5c0dYaHlBZHVUWVkzT0RJblJqc3NCcFdBdGRTZ2VSU2ZIMjFTZHZiYTBzbTJyNnNKbmhiRDR1dnJXQ2VNQ3BObW5LR09WbUZWR0pSUEFTRXdfelMxVFVqdkFYX0R6ZXdnclVzYnJjVWJqX1NDZUlEWWl4UnRKZk1pRE0wbk0yQS1BT2VkaDY0bk9uU2RGVzZ4LVFPMW5XTQ?oc=5,en,2026
2026-05-21,Chennai,"Chennai police arrest 234 during crackdown on crime, drugs - The New Indian Express",The New Indian Express,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNV1JkTXFraFZvbXpLSl9TeURvLVNjeEJZUmY4bFNEWFJzR3k0anp3SkplVDBnTHRHOG5EVHlSOTRJbVE1Q3RReFltUjZMVGhOdVZvNWY0TTRua2VJLUhxQXp4RzBTczNqNlJpLUIwSWYxdDZ0a1FCMVlCcllCLTJiZGpnUE96MnFldWk2a1hsUTV0QnJGU0xpam9CS0J5a1VNVFZoTmFtODNCWUNoYnRJaTIwbjFaYm1a0gHGAUFVX3lxTE11T21zaEtERTV3WFFXaUxkRVY0SmpBUWdCVGVjWXEwbkZ6VkM2em1lRVN5MmxtOTFnclBUblBxdnVrUWM2UU11djN6a3pOaHN5emVmc3F2dFc0UldncTAtbGd2ZkRDcTBNRFZCdlRWcDQ0VU14elFMVlZ5VlRMcTR0RlFCM2tqeWZ0OWlfd2xMWUVQV3AtWFNERWRKRU1RMmFYenZUR3lxYmM4eTQycmNEWElwUXVCZXhLTzEtZEVOcjJmX2Y4UQ?oc=5,en,2026
2026-06-22,Chennai,Chennai Police arrest 77 in week-long anti-drug drive - DT Next,DT Next,https://news.google.com/rss/articles/CBMikgFBVV95cUxORlRaZDVWRkpsQnlTSFdGMWZPMDJfWDJzVzJvcVJBZ19XemZqLUZBVmFrajJydjA5aWtEcnV3OFBESkZLTTFCMFRBT2x3ZTdERTliaFZUUDJTbE1BUDBUOXVRc1pibDFYamMwVkkwcHhqbEVPQWwxSTItc2djd2lxVnRkdnRzWURQZXUzSXJpTDExZ9IBnwFBVV95cUxQeWUxdzd1bE5KUXplOEpIVy1xVVdCWjVTZ2c4c1NRWVhyY2NkZ0ZFR1hSbVIzSURpYUl3cjR0dFZEaEFBWHd5a0Y2YUN6ekxSUmFzREVwR3hMRnVYZ2t4YXZiaVJyNnVySVRtTFpSWWZQYnp1bVdkZ2JSM1k0TlhqZ05ORWhLYmxBa3c0Tm9QRFVXUTBfdmhnZTNJWHRhbDA?oc=5,en,2026
2026-07-10,Salem,"Detectives seize 24 more firearms, drugs from Salem man's storage unit - KVAL",KVAL,https://news.google.com/rss/articles/CBMiqgJBVV95cUxQOWhTZDZ4NjMyQnpmNmdmWHhDT2M1QXdBQkZzVi1BZDhRUC1uRElDUXl1UWVEa1lxbVVubHA5T2NmUXRfRE9MR0hJQ0tpOEFkOUFIR04xSHlWMDQ4OVlHVDRuVkZHMGpyY251Wll3ZEQzY2wwS010Zk0yNlM4bmx4OUxFVnRrVkFvTFFZUWRuMGZScmo5RVZFaU9NQjNPdGxRSUg1dGFnRnNTYjA1bklfdDBwR3F3VGpkbjRkTHd2aHUzTDRvREZEZHoxamRXMVVKazc0SENmWVg5WFBpZlNXLTJmUS1CTnlORnIwWUhLUEotcVBYV3E3NVo0djZ4YnkwczE3M2tocmRLYjdpRFpSQ2p4a2piSGJuWHM5aThydnlval90ZVFNUGJn?oc=5,en,2026
2026-05-31,Coimbatore,Three arrested with over 20 grams of methamphetamine in Coimbatore - The Hindu,The Hindu,https://news.google.com/rss/articles/CBMizwFBVV95cUxNaGF0VnpZS213Z2VYUXYxVzJhRTRydklMRV9PS0Y4aU1pNVNtUDNaWFBXQVpLMUk2UHJYZVBjZEVTekY2bERnQVlKc095MEN0Ukx6a0xFVml5Umd1dWYtSDI2aThORERDU0V1X19KOGtCQWZGUmhiSmU4QjdUTzg1ZWZPNUl6NjQ2LTdJMk1nNFN1SjFTWTBRT3BfRWRITV9ENXBCSjd2ZlFEazNZeG1PSXpZZWJ6XzFTV2tnaDRtUkNOVWI1ODdWcTYzUkRZUmPSAdYBQVVfeXFMT0ZQazE1ZGM2Q0RkN1N6dzB6NjFpUU00T3pVWU96TUl0RV9VcWVjNEh2cGlDdmhMa3JQWFJMak5NWURCYXloMnJjSlFBVmhkcDNsZjJoV2FsLU5QdjJxWGhiUHNaVks4VUZYMmxlNnZUOGpncHI3bk9mVlVCby1rLXJiSEFZbDVONW01aXdGemVIVHhBMnZ4clgwd2NXY1draWZTVjBUUk9EUlJGZEkycm1YNFNueDhlT2F0cWVlRldXU2cyczVkZUtxRGJWWW80NGZ4d2pDdw?oc=5,en,2026
2026-06-23,Chennai,77 rounded up in anti-narcotics crackdown in Chennai - The Times of India,The Times of India,https://news.google.com/rss/articles/CBMixgFBVV95cUxONEtOVjFmVVc5UlhYdjFJRFlUS0VMYlFWVkYxM1FUX0FycWdUYmtMbk51Umxual9RTldNbkZKZVBIc3NuWDBxUG5lRjgxY0MzRzM3OXpjUXZFV3RzYnhIX09LelRPamt1TmZ1enRZRVpmVmtMQjNVNVZTb0doWHN5b3VheG5HazdadzhoM2JLaWxxUW5qR3dyYUo2UmdHRzUyUnhlNzZ2NkUtOGJ4Q09UaTVVamUwNlhBblYwbVpwMGpGTVd0dHfSAcsBQVVfeXFMTmczUHlIN3R2UlZlbmFabW5TZWprSEZOdTdHUE1HUWNpemFMSUtjbFNsTkdHcGEyczMzUFBpcVdxeFplNkx4MUxRRUUyVzl5UzVaQVM3YlN6OUU1VFhCNlNpeVdzWDhORFJNWFJ1d3BPcHhrNWt2UjBUdFdDUmZGekp4TUNVQVFiRjRQY2tNVFBBNDNwanBTQlJsSFdYMmc3TnpEV2prMWtsUm80RUFtajRrMzJNQ3R6VVk5QkdsTkVSak9yWWwzemwzWG8?oc=5,en,2026
2026-05-21,Chennai,TN govt reconstitutes Chennai ANIU as Anti-Narcotics Task Force - The New Indian Express,The New Indian Express,https://news.google.com/rss/articles/CBMixAFBVV95cUxNRG04TjdnUUxHZXowV3dmWFpPa0N5dlYzUkZVWGQ5WlM3Qm1FazBvcndnRXF2SW5hRnlxN3hUSE1nQ3M2NGpSenV3VTdiUXJ2bUZnYnVrVEJRdTFlVWRuYklGazJiamJpcE14Ulp5enkxZkNaUEZfRFA1X2dtNVhoSXhQMlFNNzdNZTJhS1pwNkRBcnZNUDRFUlFtLW9YLWV0WU1WenMzTU83RnNBb3Rhd05RTUJHemJYYUVTYWc4TGNrN1Bo0gHSAUFVX3lxTE90dVJTdDFDYXh4LTFUTm1xaE16eS01blY5NUxYeHg5WG82WVM0Vk1IdmdQNDYyTjM0UVJXRnBfUHhDNVlyYW1EakZZdXZUSW9hQk81bm1kM0JFUHkyVmFmYm9CQ2VWeVNBcVBPb3Ata0ZkMjZ4UnhsTi1uVFpGb21qSkxEMWpla1FTekc3cks5SHNDLTkxRmlpWmVxTzFkdy1td1RMVHpKRWpPbjhZT2lYMlVuTDU1WVZwY3owMjZTelcwZFhCeTVpMmYyTTl4TVgwZw?oc=5,en,2026
